Order Date,Ship Date,Sales,Quantity,Discount,Profit
04/20/2022,04/24/2022,1007.5077335353435,4,0.5,-55.84527027669347
06/15/2020,06/20/2020,298.5900727150282,1,0.0,60.866106623645116
07/21/2023,07/22/2023,2187.7823539508922,7,0.4,367.0956188944121
01/22/2021,01/25/2021,672.600490697321,1,0.0,184.162165314885
08/23/2021,08/24/2021,1559.0515957122504,2,0.0,204.0169848756314
11/11/2020,11/17/2020,7059.256414200129,11,0.1,1011.300431390361
01/14/2020,01/16/2020,1270.5321152861943,7,0.15,60.753685875866694
08/29/2020,09/04/2020,124.74072205032624,1,0.0,33.285687040631665
02/15/2022,02/22/2022,6017.2822326126225,11,0.0,914.5093151202855
10/01/2023,10/02/2023,620.7680198881911,3,0.0,221.69770433799567
07/18/2021,07/21/2021,1223.0969991993757,13,0.0,334.14301592633376
06/16/2022,06/20/2022,2552.7523178381907,6,0.2,45.471392268819734
09/25/2023,09/26/2023,1801.0417135862747,6,0.1,252.61897191641907
04/01/2020,04/07/2020,4551.525130914713,6,0.0,1296.735427557846
10/22/2023,10/23/2023,2472.0827996705907,11,0.3,125.20974653408257
08/13/2022,08/14/2022,12726.089553908323,13,0.0,3231.8286278417363
12/22/2023,12/23/2023,1217.5007349569617,2,0.2,332.144778635514
05/23/2021,05/26/2021,107.38606283835762,2,0.2,11.276695417341813
02/14/2022,02/19/2022,1541.35203885814,6,0.5,-75.89330941924277
02/04/2020,02/09/2020,5669.942962019692,10,0.0,1961.3866560924982
07/24/2020,07/25/2020,2967.9861551928225,5,0.15,358.0191379481337
01/09/2023,01/12/2023,7039.463606887889,14,0.0,868.5818386176489
11/12/2023,11/15/2023,2907.2245164610435,7,0.15,230.49489503827618
10/22/2022,10/29/2022,2619.8145789258565,7,0.0,1007.6856767499833
10/18/2022,10/19/2022,1393.7338503009098,5,0.0,529.6019122073219
11/14/2023,11/20/2023,5301.733975199015,8,0.3,92.48147115425878
07/19/2021,07/25/2021,3244.207029380282,10,0.0,863.1231031826011
02/03/2023,02/05/2023,305.70586760501493,6,0.3,-2.687023083930667
12/03/2021,12/04/2021,614.6416216516734,5,0.3,93.67340442154705
02/05/2021,02/07/2021,3091.3339308511563,4,0.1,326.419324979111
12/30/2021,01/05/2022,4135.369871725051,7,0.0,475.30753162763995
06/10/2020,06/16/2020,3123.97097553318,4,0.0,1085.4832026124018
07/20/2020,07/21/2020,2026.7343266957434,5,0.5,-106.16011132859002
09/22/2022,09/24/2022,4125.020374094813,5,0.0,546.7991751288232
09/26/2020,09/28/2020,499.59681360044635,1,0.1,149.96456768989964
03/26/2022,03/27/2022,157.54698128079676,1,0.15,39.972700869066834
07/18/2023,07/25/2023,282.15076448480454,3,0.4,29.66181440521709
03/31/2021,04/02/2021,6476.339253119248,14,0.2,1770.4667366761194
06/29/2023,07/06/2023,3486.140114891464,11,0.15,598.8067088796158
10/13/2022,10/17/2022,1687.4032764999288,3,0.0,233.56521373151318
10/22/2020,10/28/2020,1006.9861315909723,2,0.0,119.23110835528139
12/20/2021,12/25/2021,7274.113186806875,12,0.0,1422.324121068855
12/03/2020,12/10/2020,58.50694196087956,2,0.3,-1.4012851962645356
05/28/2022,06/04/2022,204.03990635434616,6,0.2,32.77958881808628
12/12/2022,12/19/2022,7533.543879056247,13,0.2,32.76869609219358
03/02/2022,03/05/2022,171.01657567681875,1,0.15,27.042678462472413
08/04/2020,08/06/2020,3540.6529788787334,6,0.1,366.5924360084345
02/02/2022,02/04/2022,2755.5507584176994,5,0.0,579.9894621155152
07/06/2020,07/09/2020,5891.859160143464,6,0.0,1782.347625068342
01/14/2021,01/16/2021,4185.2591004711585,5,0.0,859.1882050648034
05/07/2021,05/10/2021,2346.4177862610013,7,0.2,240.27779474607271
11/30/2022,12/07/2022,620.2486918922334,1,0.0,246.3784229997152
03/26/2023,03/27/2023,1311.61225159346,13,0.2,282.84185908606594
01/15/2020,01/19/2020,1000.9315654585308,3,0.15,179.32541143784496
03/05/2020,03/12/2020,4419.293182073853,6,0.0,1210.0585775013465
06/04/2021,06/08/2021,626.4448682873671,1,0.0,179.197554903511
09/29/2023,10/05/2023,6365.145944736596,13,0.0,683.4423947462349
02/26/2023,03/05/2023,2032.4019431335664,11,0.0,252.17916723785663
10/09/2021,10/14/2021,7085.00730868453,11,0.2,1379.853389724614
12/22/2022,12/24/2022,1963.044568572228,7,0.0,410.9450409899929
03/08/2023,03/13/2023,2302.368014366813,4,0.3,-76.82262527316533
08/15/2021,08/16/2021,1477.1831332009046,3,0.2,131.84446469139385
01/26/2021,01/30/2021,3790.0411366929957,10,0.0,527.1379705171407
02/22/2021,03/01/2021,361.4340221308194,9,0.2,99.35609925900133
10/15/2020,10/16/2020,204.08045751579314,1,0.15,17.525943524038322
01/13/2021,01/14/2021,5697.153383893007,8,0.2,245.5892374407492
08/18/2020,08/20/2020,819.7946004567602,1,0.0,235.97840461276942
10/14/2022,10/15/2022,7528.362137461841,13,0.0,1931.5788182419037
02/10/2020,02/17/2020,6603.22935051508,14,0.0,1801.2271603725037
11/17/2022,11/24/2022,3253.3562626840403,5,0.0,750.8240175581446
05/14/2020,05/18/2020,3772.6851725189476,10,0.2,528.7448197228618
07/19/2020,07/26/2020,4146.315470796473,8,0.2,968.7421063282302
02/18/2022,02/23/2022,1131.5882111888027,6,0.4,-38.500415600597194
07/18/2022,07/22/2022,5880.785720126523,7,0.0,1287.6497305231467
11/22/2022,11/24/2022,7753.885859836754,11,0.0,3003.4491984993324
12/07/2022,12/11/2022,2289.3959305752214,8,0.15,187.7206456132241
05/17/2021,05/20/2021,10820.67289777769,13,0.0,2035.7156831634438
02/10/2021,02/15/2021,2954.8146332678825,6,0.0,465.29488866589793
03/15/2022,03/18/2022,1810.63551329186,11,0.1,101.6647377351683
04/08/2020,04/11/2020,521.6120243009484,6,0.0,94.3851624554825
11/14/2021,11/20/2021,6569.400603003931,11,0.15,255.8139953324143
12/26/2021,01/02/2022,5198.817576995583,6,0.0,761.1356839183351
08/18/2022,08/20/2022,3439.8121670115424,5,0.15,460.26276338794264
09/04/2021,09/05/2021,3690.9293115516098,8,0.3,-161.602301342328
10/04/2021,10/07/2021,1949.4969656333647,13,0.0,635.3156587240318
10/25/2022,10/29/2022,123.7243622602644,2,0.4,17.15768677894653
05/26/2023,05/27/2023,2214.9497587241312,7,0.1,384.1257586569057
05/17/2021,05/21/2021,2055.2682755874744,4,0.4,401.5989972787145
02/05/2022,02/09/2022,962.1189076035976,1,0.0,292.19375583564187
02/01/2021,02/02/2021,2750.867071599536,13,0.15,682.5355768757958
05/20/2022,05/21/2022,3822.3735693795143,5,0.0,602.7505739785248
03/05/2022,03/12/2022,1387.5132593715207,3,0.2,348.5867416685082
01/27/2021,01/31/2021,141.06359758435528,4,0.15,43.52008337632394
07/25/2020,07/27/2020,3832.410305035273,7,0.0,654.9322857721278
11/04/2022,11/11/2022,2423.6429968783846,5,0.4,256.75901422114526
06/10/2022,06/15/2022,3967.0617771482075,14,0.0,1285.6545628954111
05/13/2022,05/19/2022,3593.552030923025,4,0.0,688.3475922316933
01/12/2022,01/17/2022,207.31313238500695,1,0.15,34.725509579927355
06/18/2023,06/20/2023,437.11284671983015,6,0.15,23.718498426458424
07/17/2021,07/24/2021,1851.7390797968521,11,0.0,281.331831880164
10/17/2022,10/23/2022,8386.328400337092,10,0.0,993.538029359538
04/05/2020,04/12/2020,1269.398579547399,6,0.5,22.912196470790533
04/29/2021,04/30/2021,4474.26620471847,7,0.2,839.2777951056131
12/01/2023,12/07/2023,535.9207303796992,1,0.0,200.88231591865554
08/18/2020,08/22/2020,6800.549469650819,14,0.0,1786.2013348668008
01/18/2022,01/23/2022,1617.6880399550814,4,0.5,-116.17683670349358
04/09/2023,04/15/2023,4120.826261714421,12,0.2,73.52404580099359
06/24/2021,06/28/2021,4341.666980280805,9,0.4,718.4847364400215
11/25/2022,12/02/2022,1315.8665197657338,12,0.0,320.62064595289826
06/08/2021,06/10/2021,7167.414322699276,14,0.2,1585.4076562710056
03/29/2023,04/04/2023,5644.489487891719,10,0.2,24.806428245678983
06/20/2023,06/24/2023,5400.638533081951,6,0.0,1330.9424158797644
01/14/2023,01/21/2023,417.7452231522594,2,0.1,61.70798212774146
07/31/2021,08/07/2021,2067.804116392538,4,0.15,70.5108420197021
11/12/2021,11/19/2021,2633.543988313985,6,0.0,876.1849362206905
07/10/2021,07/12/2021,1089.0430291680484,4,0.3,113.11943946136543
10/09/2022,10/10/2022,809.5249376188652,10,0.3,40.43906774602684
10/07/2021,10/09/2021,700.1658867160647,7,0.3,134.24948866404225
03/06/2022,03/08/2022,7044.396045398626,12,0.3,592.2719367728337
11/17/2022,11/22/2022,9779.326674029982,13,0.0,988.1949648081348
09/25/2023,10/02/2023,1165.5531569645686,3,0.0,446.7964914294514
09/16/2023,09/20/2023,3486.8472054180847,6,0.3,93.11563444556772
10/03/2023,10/09/2023,1169.4607986794547,13,0.0,408.3437338866856
06/08/2023,06/13/2023,7542.314134354045,12,0.0,2601.5298006934863
07/08/2020,07/15/2020,3130.179451873724,4,0.1,308.98683563328086
06/02/2023,06/05/2023,2521.426766162811,3,0.0,610.691590910644
11/09/2023,11/11/2023,3866.360309892901,12,0.15,143.28612823676596
11/01/2023,11/04/2023,2243.3445435792573,3,0.0,462.94892259529445
07/30/2023,08/06/2023,6064.708496905503,14,0.0,1936.4229304231183
09/24/2021,09/29/2021,841.7367827460499,2,0.5,-66.39548949450648
09/19/2021,09/23/2021,4711.998109750561,11,0.2,165.5719764770278
08/30/2022,09/04/2022,1841.300348673578,3,0.2,280.13003134716456
07/06/2023,07/10/2023,970.0338244797427,13,0.15,180.51933245024463
10/14/2023,10/18/2023,4990.655979899303,12,0.3,762.3161102511027
12/10/2021,12/17/2021,6213.5509597800265,14,0.2,1415.0823225751456
12/05/2023,12/06/2023,5524.892590660277,10,0.1,1429.5265066714824
10/10/2021,10/17/2021,349.3425959182171,1,0.5,36.200159252270126
11/13/2020,11/15/2020,2756.7836410014015,3,0.0,460.0298323619974
06/02/2023,06/07/2023,4254.256409174662,9,0.4,301.75450863037054
06/11/2023,06/15/2023,909.7664460822226,4,0.0,189.2574466797943
11/14/2021,11/21/2021,2234.6207278177726,3,0.1,756.7179010245335
10/25/2021,11/01/2021,1046.8710467115575,8,0.0,242.96187032803846
10/29/2023,11/03/2023,563.378939836487,1,0.1,190.37373245035087
06/10/2023,06/15/2023,3756.686648194806,5,0.15,960.6587684615849
02/10/2023,02/14/2023,55.055416836377454,1,0.5,3.6082856969631316
03/17/2021,03/23/2021,2979.185043720053,7,0.5,-7.5399789801020205
07/17/2021,07/20/2021,2001.5863172198578,5,0.5,-34.000065518833914
07/15/2023,07/17/2023,1017.4753590013601,2,0.0,262.472477738178
11/10/2023,11/12/2023,1894.8517576347003,12,0.5,-117.31042602916564
11/11/2023,11/17/2023,5759.373841071598,14,0.0,2138.760650055633
02/10/2023,02/11/2023,678.2800880402467,1,0.3,127.71959563392555
08/09/2022,08/15/2022,2306.486386493607,11,0.0,785.1712271072989
01/09/2023,01/10/2023,3677.9919431950566,7,0.1,661.8402274284521
11/29/2021,11/30/2021,554.450042399382,12,0.5,-71.3429252494672
04/22/2020,04/28/2020,135.42848012836828,1,0.4,14.20958888023861
01/02/2020,01/04/2020,1952.4922216941275,3,0.15,268.12418866259395
10/03/2021,10/06/2021,2724.242839620913,11,0.2,711.3790638249466
08/07/2020,08/09/2020,5915.450459142643,6,0.0,1976.361058118734
05/04/2022,05/11/2022,2427.8825887819276,6,0.2,105.85189967908697
06/02/2023,06/04/2023,3102.174895725259,7,0.15,637.5426024850005
01/19/2021,01/21/2021,505.46751136615694,11,0.0,155.51424627803908
11/27/2023,12/03/2023,13397.460749140908,14,0.0,3623.2263526567285
02/27/2023,03/05/2023,2007.4021712313113,11,0.0,510.30703127869305
12/12/2022,12/19/2022,434.36575425787055,1,0.2,29.692774932742036
12/30/2021,01/06/2022,2812.02504701401,7,0.0,480.21529128372333
12/10/2023,12/16/2023,842.8577074743193,2,0.0,278.4822444647968
09/03/2020,09/05/2020,3881.2029862544837,6,0.0,409.88195408796855
04/15/2022,04/18/2022,7785.973146762167,13,0.1,2208.670506928644
07/21/2020,07/22/2020,1041.5726637409018,8,0.2,164.60974898172384
04/22/2023,04/27/2023,5575.72819182694,13,0.15,1705.430115814411
05/02/2020,05/03/2020,3566.5770359269727,5,0.1,1245.436090659466
02/04/2021,02/11/2021,4488.536187167073,10,0.0,1342.2759627522219
02/05/2022,02/12/2022,522.4392783549429,3,0.0,116.85773318034123
10/20/2020,10/21/2020,2464.6527576834533,11,0.3,228.0439005170268
10/06/2020,10/11/2020,1762.046147712156,8,0.0,284.1557170502345
06/02/2022,06/04/2022,1076.4743458855096,8,0.0,139.69439579098704
07/16/2020,07/19/2020,1228.1770117152007,4,0.2,213.24716846278972
09/08/2022,09/11/2022,4364.215046128755,8,0.0,1491.0276524515139
01/21/2022,01/22/2022,287.08403508352905,5,0.3,8.190494693663556
05/23/2020,05/28/2020,7901.20680057672,13,0.0,1784.849771515179
08/31/2021,09/07/2021,8739.228922757622,11,0.2,1454.4882091756635
05/09/2023,05/13/2023,4822.418413499414,5,0.0,1795.7207907298157
02/21/2023,02/23/2023,2492.645241537502,3,0.0,352.93206514184806
07/05/2020,07/06/2020,1915.7439117206527,7,0.0,327.7166376569495
09/11/2023,09/14/2023,247.81310796221695,11,0.3,55.896510406381545
04/08/2021,04/15/2021,5846.444000978157,14,0.5,-807.6238107194154
10/04/2023,10/10/2023,716.793326248187,11,0.0,212.76912494718002
10/21/2021,10/27/2021,1345.502344133195,9,0.3,190.86995529442206
02/02/2022,02/07/2022,4199.916427186221,9,0.15,587.8888881612627
08/12/2022,08/17/2022,93.29712937610357,1,0.5,-0.8910432184208031
02/06/2021,02/07/2021,584.8153135899588,1,0.3,120.749967287139
10/01/2023,10/05/2023,7793.8809929723075,10,0.0,1165.1432696071752
05/26/2020,05/29/2020,7278.833382526824,12,0.2,505.662327361263
03/17/2023,03/18/2023,8834.03646917689,12,0.1,1799.538489356178
05/13/2022,05/17/2022,2502.5523870816255,11,0.0,557.8780546355114
05/03/2021,05/10/2021,3658.017261941259,5,0.0,996.1210794355046
07/17/2022,07/22/2022,217.03721253950823,1,0.4,38.253189790133256
07/04/2021,07/10/2021,1608.4231487345173,4,0.4,281.6841196507494
12/03/2020,12/05/2020,1255.6945089106853,12,0.2,86.64982983866032
05/21/2022,05/28/2022,354.2653571319349,1,0.5,-21.027992816874836
10/02/2021,10/08/2021,1361.3413108704804,2,0.3,-1.8778282291393544
04/17/2021,04/20/2021,106.32872333105817,2,0.0,40.228102048088076
05/30/2020,06/02/2020,411.5624486216556,4,0.0,90.2800255550939
12/09/2023,12/15/2023,1059.20319731707,8,0.0,248.81905792492512
08/14/2023,08/21/2023,872.5165317837765,2,0.0,297.3468582720291
09/19/2020,09/25/2020,4170.213363172124,14,0.0,1058.7839856971002
05/23/2020,05/27/2020,6551.692711242823,9,0.1,562.9649715627564
12/11/2020,12/12/2020,4024.014681195196,12,0.3,327.37215642217456
09/15/2021,09/20/2021,3085.0594063485014,9,0.3,429.3082688762647
10/13/2022,10/17/2022,1223.7751245305703,2,0.15,294.6394353932799
05/30/2022,06/01/2022,221.00957562623296,1,0.4,20.687724171321882
01/02/2020,01/08/2020,3237.0765745163303,10,0.1,277.5929630341439
06/15/2022,06/17/2022,5315.499866258439,10,0.3,219.5479915253181
08/20/2023,08/22/2023,7040.171955405574,9,0.0,2253.34356782468
09/10/2020,09/14/2020,48.50956961498264,2,0.0,17.66025121346954
03/28/2021,04/02/2021,731.2923411951632,8,0.4,-62.77711493647033
11/26/2022,12/03/2022,3093.5407907179297,14,0.0,348.545319582826
03/29/2023,04/01/2023,966.8280529898034,3,0.1,234.95986716520218
10/11/2022,10/12/2022,298.53360259763355,1,0.0,78.93641809740608
01/09/2020,01/12/2020,6281.655827906082,11,0.15,449.77733129345086
06/10/2023,06/15/2023,414.9269407324643,1,0.5,6.01124347699551
01/27/2023,01/30/2023,2001.6611253246392,10,0.0,785.3441423144235
03/26/2022,04/01/2022,794.2903639943005,2,0.3,110.62087151116091
07/26/2020,08/01/2020,2618.9666199915796,7,0.0,614.7823706067506
02/28/2023,03/04/2023,6128.641155547215,12,0.0,2134.35901449638
02/07/2021,02/09/2021,3747.3015801933598,6,0.0,613.9831690548319
05/31/2020,06/05/2020,8588.772676753833,12,0.2,1067.5666585029392
02/23/2020,02/28/2020,2204.067152639087,11,0.0,569.3774776312691
02/17/2023,02/20/2023,173.04573813389953,2,0.1,34.844830318071274
09/19/2021,09/23/2021,2523.759199419596,4,0.0,949.6697424171077
08/09/2021,08/12/2021,800.3790805698004,2,0.0,150.3115372340395
12/14/2023,12/17/2023,137.01893308804696,1,0.2,2.3226238589632344
12/16/2023,12/21/2023,1510.995548175555,12,0.0,566.4921177585029
04/13/2020,04/16/2020,1689.9620670158686,3,0.0,279.0470386635285
09/10/2020,09/12/2020,1229.8635543316545,4,0.0,262.8321628130013
06/04/2023,06/07/2023,8977.069042111063,10,0.1,1878.6086822587376
02/09/2023,02/11/2023,1750.3276973339791,5,0.15,556.1913774997059
05/24/2021,05/29/2021,1100.8187133876543,5,0.0,286.8519265079479
04/08/2020,04/12/2020,4427.923882662735,7,0.0,1037.5643723767914
06/01/2020,06/07/2020,3525.3727711104257,14,0.0,969.8002382701832
07/02/2022,07/04/2022,4991.451827988495,10,0.0,1952.8678321322132
05/27/2022,05/31/2022,2731.402362549265,8,0.3,533.6706247158625
12/03/2020,12/07/2020,3304.958784613775,9,0.2,167.52981792717142
04/01/2022,04/03/2022,8140.873360930167,12,0.15,2165.2932511934678
04/01/2023,04/06/2023,1571.1281001606544,7,0.0,553.5551203790442
08/14/2022,08/15/2022,3621.056928079062,5,0.2,750.3128010966494
06/09/2020,06/13/2020,4998.590718542813,9,0.3,735.6427847456417
03/11/2022,03/15/2022,2446.4962123264118,8,0.1,445.905984419115
02/01/2021,02/06/2021,1510.3718497386972,10,0.2,290.7595946437196
07/24/2023,07/29/2023,2064.525654684052,9,0.2,456.82273567836353
03/26/2022,03/29/2022,3053.7889599598884,10,0.1,265.2095832866432
11/16/2023,11/21/2023,4490.91069695181,8,0.0,795.7848309453733
03/04/2023,03/08/2023,268.3415382024654,6,0.2,15.624068981712018
05/03/2023,05/05/2023,3660.8621542141304,4,0.0,1289.9543886432662
02/04/2021,02/05/2021,775.354378280399,9,0.2,158.17289597585219
10/01/2021,10/08/2021,2406.4375453358894,12,0.3,205.10924341282106
11/22/2022,11/25/2022,744.6257505126524,9,0.3,147.2994274261978
11/18/2021,11/25/2021,2641.0609826040354,10,0.0,832.0250672942609
04/04/2021,04/06/2021,8392.970804227203,10,0.0,3139.6250985288125
08/12/2022,08/13/2022,5571.216479424688,9,0.0,685.4941686612137
04/14/2021,04/15/2021,2632.559919792162,14,0.2,402.1161946535345
10/30/2023,10/31/2023,6111.28661150941,10,0.3,990.1773696759035
11/11/2022,11/17/2022,2046.8975934970651,3,0.15,178.58763125878937
01/19/2022,01/21/2022,8317.240684482013,11,0.0,1647.9603501022602
02/07/2020,02/10/2020,6113.925874093361,12,0.4,157.08433566314318
08/17/2020,08/20/2020,935.179777054698,3,0.5,82.57420982273274
10/20/2023,10/21/2023,5570.652852700319,11,0.0,1381.9277870033072
07/16/2021,07/18/2021,2053.056649912248,6,0.1,406.21986203979895
03/13/2021,03/19/2021,1111.3266249773828,6,0.2,143.65706486102928
07/30/2023,07/31/2023,5843.110427132429,13,0.2,400.701387358802
01/27/2020,02/01/2020,5788.883244670158,13,0.5,734.7335171416827
08/13/2020,08/20/2020,3588.2518266144107,6,0.0,700.9303181703679
07/24/2023,07/27/2023,4141.848568965436,5,0.1,912.1994789473235
03/08/2022,03/15/2022,4323.843531177059,14,0.15,301.0861773819341
10/10/2020,10/14/2020,2443.653074807779,5,0.3,196.15940635495008
05/28/2022,05/29/2022,913.0503448332206,2,0.3,201.91291638827343
08/17/2022,08/22/2022,4716.106539354801,14,0.5,701.0000554088368
03/28/2021,03/31/2021,4086.1270303458236,7,0.1,647.7555635402143
10/16/2022,10/23/2022,1927.280276777063,12,0.3,-7.329131022330036
03/26/2022,04/01/2022,608.6199572012699,4,0.0,118.27643814228513
10/20/2021,10/22/2021,13703.787631376334,14,0.0,2715.71427256516
06/30/2021,07/03/2021,164.52653266222856,3,0.0,48.26429242429784
04/30/2023,05/07/2023,2649.1310840847304,8,0.3,261.8587062266246
12/08/2022,12/10/2022,861.6590279408865,4,0.5,69.39622454959132
01/17/2020,01/24/2020,4030.6064549621806,11,0.0,1251.063909110736
04/10/2023,04/12/2023,3136.65606016377,4,0.0,550.1463155780212
05/28/2023,06/03/2023,4188.221998404588,8,0.3,775.9799799058454
06/06/2020,06/12/2020,770.2467731504448,1,0.15,215.0825998365178
04/21/2021,04/22/2021,1806.8969291627384,9,0.5,53.334279517873505
12/05/2022,12/06/2022,7959.528257102312,14,0.0,3011.0920291998555
10/28/2023,10/31/2023,6253.687838080896,7,0.0,2094.2627297060876
06/01/2021,06/07/2021,11926.914986721968,12,0.0,3323.0624080878592
04/08/2020,04/13/2020,1939.2028374834028,2,0.0,721.0921857146366
11/26/2022,12/03/2022,7927.319758116516,11,0.0,2220.50206852074
10/06/2020,10/13/2020,1821.5433867849335,12,0.0,466.9660140541883
10/04/2023,10/11/2023,197.72491005057796,6,0.0,40.90483549882384
05/11/2021,05/14/2021,6615.729382711299,8,0.0,2413.8084014107394
10/28/2020,11/04/2020,4633.92932335799,11,0.5,-524.4766877395981
06/29/2020,07/03/2020,3744.4864959041747,5,0.0,906.3560053387894
08/29/2021,08/31/2021,1722.7455068353675,6,0.0,450.0224715238722
01/27/2023,02/03/2023,5404.7253204213475,12,0.3,629.2436971308543
11/30/2021,12/02/2021,2746.2306378755325,10,0.15,605.7277134463071
09/19/2022,09/20/2022,3101.763992751425,8,0.15,548.2016963193
02/13/2023,02/20/2023,4041.5516349593363,13,0.2,311.38314134441265
07/09/2020,07/14/2020,3840.915480873051,6,0.3,795.3895251702315
09/09/2020,09/15/2020,2031.2523624660694,12,0.3,299.1173445408547
09/07/2022,09/13/2022,4451.036185789297,9,0.15,1257.2234085531256
07/16/2022,07/17/2022,3085.9223954455724,12,0.3,101.25851750771812
03/30/2023,04/03/2023,5398.167246440176,9,0.1,1301.590261576997
07/03/2023,07/06/2023,5120.257587891301,9,0.0,1609.0518199791782
09/08/2023,09/11/2023,3883.89919911958,6,0.3,252.53713863130972
05/07/2020,05/12/2020,1194.4371259893715,12,0.1,350.7742153453153
01/18/2020,01/19/2020,1644.7279057862095,12,0.4,-163.23491498088302
07/19/2021,07/20/2021,6918.160357734708,9,0.0,1926.5411053631099
07/23/2021,07/27/2021,1125.2969144876847,3,0.0,319.6637034030228
09/08/2023,09/15/2023,522.37784509931,5,0.4,31.422556858870838
11/16/2021,11/19/2021,1016.5760933058677,2,0.0,293.8052781583409
09/17/2021,09/24/2021,4720.46861516596,12,0.4,-235.23012245923826
08/04/2023,08/05/2023,353.45990557776344,13,0.5,19.593853533116103
05/03/2022,05/10/2022,2718.2216013113093,13,0.3,137.9135636137978
08/19/2022,08/25/2022,5841.563848697394,8,0.1,1084.2884325248215
06/03/2020,06/08/2020,4909.143830827263,11,0.15,613.3131295466043
05/04/2021,05/07/2021,409.73134949643975,13,0.3,37.76938859569706
11/10/2023,11/14/2023,925.2207847102524,4,0.2,172.52663025148314
02/23/2022,02/28/2022,3278.0211720400985,6,0.15,906.3828234121622
02/01/2023,02/03/2023,622.0976246467335,6,0.5,-3.09150338832856
11/17/2023,11/23/2023,3523.749341668186,5,0.15,429.7816584606051
09/02/2020,09/06/2020,4078.8608880769652,12,0.5,-14.755019530483832
04/14/2023,04/19/2023,5719.983244059783,12,0.0,1753.981949485078
11/28/2022,11/29/2022,916.467543256117,1,0.0,186.96874055645915
01/28/2022,01/30/2022,4376.710395369566,11,0.0,981.6288384541176
06/21/2021,06/25/2021,1699.0587352091109,7,0.0,456.7952458045685
07/09/2022,07/10/2022,5318.311700811471,10,0.2,469.0898723879889
02/11/2021,02/17/2021,4620.497884763577,8,0.0,751.8723566248395
06/08/2021,06/10/2021,170.94771096095644,1,0.5,-18.44223477524183
